l,age,gender,income,education,empl_status,marital_stat,religion,job_worry,exp1_trt,exp1trt1_nc,exp1trt2_nc,exp1_dv1,exp1_dv2,ideol_lr,imp_rel,exp2_trt,exp2_dv,conf_un,leader_type,courts_confidence,Region,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Exp3,Q18_1,Q18_2,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Exp4,,Q21_1,Q21_2,Q22,Q23,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q27_1,Q27_2,Q28,Q29,Q30,Q31_1,Q31_2,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q34,Q35,Q36
1054,34,2,10,8,3,1,6,1,1,1,,1,7,10,1,1,2,1,2,2,Gujarat,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly support,Support somewhat,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 2,,7,7,4,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,3,7,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,2=Disapprove Somewhat,3=Approve Somewhat,3,4,6,6,3,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1055,32,2,3,4,1,1,6,1,2,,1,1,6,9,1,4,1,1,1,4,Tamil Nadu,Agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Support somewhat,Support somewhat,Independence,Self-Reliance,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,7,6,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,7,6,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,6,6,7,6,6,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1056,38,2,6,4,1,1,6,3,2,,1,2,7,10,4,2,2,3,1,1,Kerala,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Somewhat oppose,Support somewhat,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 2,,5,4,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,5,4,India can trust other nations,Not at all superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,1= Disapprove strongly,5,3,4,4,3,Never,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1061,28,1,6,3,8,1,1,2,1,0,,1,6,9,3,2,1,1,1,2,Kerala,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly  oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,6,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,5,5,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,5,6,6,2,5,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1062,47,1,7,4,1,6,6,4,1,0,,1,7,10,1,1,1,4,2,4,Tamil Nadu,Disagree,Checked,Unchecked,Unchecked,Checked,Unchecked,Experiment 3 - Treatment 4,Strongly  oppose,Somewhat oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,7,7,5,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,2,7,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,1,1,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1063,39,1,5,4,1,6,6,1,1,1,,1,7,10,2,4,1,2,2,3,Tamil Nadu,Disagree,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly  oppose,Strongly  oppose,Independence,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,6,7,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,6,1,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,3=Approve Somewhat,1,1,1,1,1,Rarely,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1064,35,2,8,7,1,1,6,1,2,,1,1,5,9,1,2,1,4,1,1,Delhi,Strongly agree,Unchecked,Checked,Unchecked,Unchecked,Checked,Experiment 3 - Treatment 4,Strongly support,Strongly support,Independence,Obedience,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,7,6,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,7,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,6,6,7,7,7,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1065,34,2,3,4,1,1,6,2,1,0,,2,7,7,1,3,1,1,2,1,Karnataka,Agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Support somewhat,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,5,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,7,7,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,3=Approve Somewhat,4,4,6,3,4,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1066,30,2,3,4,1,6,1,1,2,,1,1,6,7,1,1,1,1,1,2,Meghalaya,Agree,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,5,4,3,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,4,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,4,3,4,3,5,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1067,27,1,10,8,1,1,6,2,2,,1,1,7,10,1,4,1,1,1,1,Maharashtra,Strongly disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly support,Strongly support,Independence,Self-Reliance,To be well-behaved,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,7,7,7,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,5,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,4=Approve Strongly,7,7,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1068,40,1,5,5,3,1,6,4,1,1,,1,6,9,1,4,3,2,2,1,Delhi,Disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly support,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,6,6,5,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,5,6,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,1,2,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1070,48,1,8,7,3,1,9,1,2,,1,1,7,10,1,4,1,1,2,2,West Bengal,Strongly disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly  oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,2,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,6,7,4,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1071,44,1,4,4,1,1,6,1,1,1,,1,6,6,1,2,2,2,2,3,Maharashtra,Strongly agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly  oppose,Strongly  oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 2,,5,6,6,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,6,2,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,1= Disapprove strongly,1,1,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1083,27,1,7,5,1,1,6,2,2,,1,1,6,9,2,2,2,2,1,3,West Bengal,Disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Support somewhat,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,4,4,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,4,3,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,4=Approve Strongly,4,2,2,1,1,Rarely,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1085,44,1,6,4,1,1,6,1,1,1,,2,6,6,1,4,1,2,1,2,Maharashtra,Strongly agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Indifferent,Indifferent,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,6,6,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,6,6,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,6,5,6,6,5,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1086,32,1,3,4,1,6,6,2,1,1,,1,6,7,2,1,2,1,1,2,Uttar Pradesh,Agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Support somewhat,Support somewhat,Independence,Obedience,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,5,6,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,3,6,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,2,6,4,5,5,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1087,53,1,3,3,3,1,9,3,1,1,,1,7,5,4,4,2,3,2,2,Haryana,Disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Somewhat oppose,Indifferent,Independence,Obedience,To be well-behaved,To have curiosity,Neither agree nor disagree,Experiment 4 - Treatment 2,,5,6,3,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,5,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,2,1,2,2,2,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1088,29,1,2,2,2,6,6,2,2,,1,1,7,1,1,4,2,1,2,2,Maharashtra,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly support,Support somewhat,Independence,Self-Reliance,To be considerate,To have curiosity,Agree,Experiment 4 - Treatment 1,,1,7,1,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,7,1,India can trust other nations,Not so superior,The judicial system should be directly supervised by the duly elected government in office,1= Disapprove strongly,1= Disapprove strongly,5,6,1,5,7,Rarely,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1089,21,1,9,5,1,6,6,2,1,0,,1,4,10,1,2,2,4,1,3,Karnataka,Agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly  oppose,Somewhat oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 2,,4,6,7,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,4,7,India can’t be too careful,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,1= Disapprove strongly,7,6,4,7,7,Rarely,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
